sysbench 1.0.18 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
25 files, 4GiB each
100GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 104s ] reads: 37.32 MiB/s writes: 137.03 MiB/s fsyncs: 0.00/s latency (ms,95%): 9.057
[ 105s ] reads: 524.61 MiB/s writes: 251.77 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 106s ] reads: 343.26 MiB/s writes: 322.90 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.028
[ 107s ] reads: 325.87 MiB/s writes: 118.02 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.095
[ 108s ] reads: 482.88 MiB/s writes: 357.85 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.913
[ 109s ] reads: 206.50 MiB/s writes: 125.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.430
[ 110s ] reads: 501.93 MiB/s writes: 322.87 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.075
[ 111s ] reads: 182.48 MiB/s writes: 245.13 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.913
[ 112s ] reads: 573.57 MiB/s writes: 218.74 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.364
[ 113s ] reads: 36.87 MiB/s writes: 89.95 MiB/s fsyncs: 0.00/s latency (ms,95%): 10.274
[ 114s ] reads: 647.61 MiB/s writes: 350.45 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.615
[ 115s ] reads: 95.78 MiB/s writes: 237.33 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.985
[ 116s ] reads: 622.91 MiB/s writes: 296.52 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.710
[ 117s ] reads: 463.34 MiB/s writes: 296.22 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.488
[ 118s ] reads: 139.34 MiB/s writes: 114.68 MiB/s fsyncs: 0.00/s latency (ms,95%): 9.560
[ 119s ] reads: 514.33 MiB/s writes: 325.84 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.913
[ 120s ] reads: 180.54 MiB/s writes: 183.89 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.277
[ 121s ] reads: 554.10 MiB/s writes: 302.46 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.020
[ 122s ] reads: 171.66 MiB/s writes: 256.42 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
[ 123s ] reads: 412.52 MiB/s writes: 109.76 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.615
